example_id,relation_key,relation_group,subject,prompt,prompt_key,verdict
person_plays_position_in_sport__0037,person_plays_position_in_sport,factual,Kaka Koselu,Which position does Kaka Koselu play?,Which position does Kaka Koselu play?,clean
person_plays_position_in_sport__0038,person_plays_position_in_sport,factual,Kaku Korisa,Which position does Kaku Korisa play?,Which position does Kaku Korisa play?,clean
person_plays_position_in_sport__0039,person_plays_position_in_sport,factual,Bilu Relaru,Which position does Bilu Relaru play?,Which position does Bilu Relaru play?,clean
person_plays_position_in_sport__0040,person_plays_position_in_sport,factual,Sase Ridote,Which position does Sase Ridote play?,Which position does Sase Ridote play?,clean
person_plays_position_in_sport__0041,person_plays_position_in_sport,factual,Reta Selase,Which position does Reta Selase play?,Which position does Reta Selase play?,clean
person_plays_position_in_sport__0042,person_plays_position_in_sport,factual,Dude Dedubu,Which position does Dude Dedubu play?,Which position does Dude Dedubu play?,clean
person_plays_position_in_sport__0043,person_plays_position_in_sport,factual,Kadu Koluki,Which position does Kadu Koluki play?,Which position does Kadu Koluki play?,clean
person_plays_position_in_sport__0044,person_plays_position_in_sport,factual,Desu Likalo,Which position does Desu Likalo play?,Which position does Desu Likalo play?,clean
person_plays_position_in_sport__0045,person_plays_position_in_sport,factual,Kuba Dududa,Which position does Kuba Dududa play?,Which position does Kuba Dududa play?,clean
person_plays_position_in_sport__0046,person_plays_position_in_sport,factual,Dadi Kasiko,Which position does Dadi Kasiko play?,Which position does Dadi Kasiko play?,clean
person_plays_position_in_sport__0047,person_plays_position_in_sport,factual,Duru Dedila,Which position does Duru Dedila play?,Which position does Duru Dedila play?,clean
person_plays_position_in_sport__0048,person_plays_position_in_sport,factual,Lelo Roliki,Which position does Lelo Roliki play?,Which position does Lelo Roliki play?,clean
person_plays_position_in_sport__0049,person_plays_position_in_sport,factual,Lelo Rolido,Which position does Lelo Rolido play?,Which position does Lelo Rolido play?,clean
person_plays_position_in_sport__0050,person_plays_position_in_sport,factual,Soro Keluko,Which position does Soro Keluko play?,Which position does Soro Keluko play?,clean
person_plays_position_in_sport__0051,person_plays_position_in_sport,factual,Kake Kobebi,Which position does Kake Kobebi play?,Which position does Kake Kobebi play?,clean
person_plays_position_in_sport__0052,person_plays_position_in_sport,factual,Busu Bobabe,Which position does Busu Bobabe play?,Which position does Busu Bobabe play?,clean
person_plays_position_in_sport__0053,person_plays_position_in_sport,factual,Rida Beriku,Which position does Rida Beriku play?,Which position does Rida Beriku play?,clean
person_plays_position_in_sport__0054,person_plays_position_in_sport,factual,Koke Bibele,Which position does Koke Bibele play?,Which position does Koke Bibele play?,clean
person_plays_position_in_sport__0055,person_plays_position_in_sport,factual,Biru Relora,Which position does Biru Relora play?,Which position does Biru Relora play?,clean
person_plays_position_in_sport__0056,person_plays_position_in_sport,factual,Rada Lukeke,Which position does Rada Lukeke play?,Which position does Rada Lukeke play?,clean
person_plays_position_in_sport__0057,person_plays_position_in_sport,factual,Riru Besiru,Which position does Riru Besiru play?,Which position does Riru Besiru play?,clean
person_plays_position_in_sport__0058,person_plays_position_in_sport,factual,Dite Rukoko,Which position does Dite Rukoko play?,Which position does Dite Rukoko play?,clean
person_plays_position_in_sport__0059,person_plays_position_in_sport,factual,Tebo Badibu,Which position does Tebo Badibu play?,Which position does Tebo Badibu play?,clean
person_plays_position_in_sport__0060,person_plays_position_in_sport,factual,Rute Larisu,Which position does Rute Larisu play?,Which position does Rute Larisu play?,clean
person_plays_position_in_sport__0061,person_plays_position_in_sport,factual,Dida Rurodu,Which position does Dida Rurodu play?,Which position does Dida Rurodu play?,clean
person_plays_position_in_sport__0062,person_plays_position_in_sport,factual,Bali Dirolo,Which position does Bali Dirolo play?,Which position does Bali Dirolo play?,clean
person_plays_position_in_sport__0063,person_plays_position_in_sport,factual,Tare Salake,Which position does Tare Salake play?,Which position does Tare Salake play?,clean
person_plays_position_in_sport__0064,person_plays_position_in_sport,factual,Rore Dosiso,Which position does Rore Dosiso play?,Which position does Rore Dosiso play?,clean
person_plays_position_in_sport__0065,person_plays_position_in_sport,factual,Rili Bekasu,Which position does Rili Bekasu play?,Which position does Rili Bekasu play?,clean
person_plays_position_in_sport__0066,person_plays_position_in_sport,factual,Ribe Besedu,Which position does Ribe Besedu play?,Which position does Ribe Besedu play?,clean
person_plays_position_in_sport__0067,person_plays_position_in_sport,factual,Leri Rokosi,Which position does Leri Rokosi play?,Which position does Leri Rokosi play?,clean
person_plays_position_in_sport__0068,person_plays_position_in_sport,factual,Kubi Durosi,Which position does Kubi Durosi play?,Which position does Kubi Durosi play?,clean
person_plays_position_in_sport__0069,person_plays_position_in_sport,factual,Lubo Kidola,Which position does Lubo Kidola play?,Which position does Lubo Kidola play?,clean
person_plays_position_in_sport__0070,person_plays_position_in_sport,factual,Lali Lerera,Which position does Lali Lerera play?,Which position does Lali Lerera play?,clean
person_plays_position_in_sport__0071,person_plays_position_in_sport,factual,Sebi Sureso,Which position does Sebi Sureso play?,Which position does Sebi Sureso play?,clean
person_plays_position_in_sport__0072,person_plays_position_in_sport,factual,Dale Kasero,Which position does Dale Kasero play?,Which position does Dale Kasero play?,clean
person_plays_position_in_sport__0073,person_plays_position_in_sport,factual,Dulo Desubo,Which position does Dulo Desubo play?,Which position does Dulo Desubo play?,clean
person_plays_position_in_sport__0074,person_plays_position_in_sport,factual,Bike Reroka,Which position does Bike Reroka play?,Which position does Bike Reroka play?,clean
person_plays_position_in_sport__0075,person_plays_position_in_sport,factual,Baru Didoki,Which position does Baru Didoki play?,Which position does Baru Didoki play?,clean
person_plays_position_in_sport__0076,person_plays_position_in_sport,factual,Like Tarela,Which position does Like Tarela play?,Which position does Like Tarela play?,clean
person_plays_position_in_sport__0077,person_plays_position_in_sport,factual,Sase Ridori,Which position does Sase Ridori play?,Which position does Sase Ridori play?,clean
person_plays_position_in_sport__0078,person_plays_position_in_sport,factual,Bako Disidi,Which position does Bako Disidi play?,Which position does Bako Disidi play?,clean
person_plays_position_in_sport__0079,person_plays_position_in_sport,factual,Rala Lulilo,Which position does Rala Lulilo play?,Which position does Rala Lulilo play?,clean
person_plays_position_in_sport__0080,person_plays_position_in_sport,factual,Loko Dasaso,Which position does Loko Dasaso play?,Which position does Loko Dasaso play?,clean
person_plays_position_in_sport__0081,person_plays_position_in_sport,factual,Kuri Duboli,Which position does Kuri Duboli play?,Which position does Kuri Duboli play?,clean
person_plays_position_in_sport__0082,person_plays_position_in_sport,factual,Roku Dokako,Which position does Roku Dokako play?,Which position does Roku Dokako play?,clean
person_plays_position_in_sport__0083,person_plays_position_in_sport,factual,Boba Sotede,Which position does Boba Sotede play?,Which position does Boba Sotede play?,clean
person_plays_position_in_sport__0084,person_plays_position_in_sport,factual,Bebe Kusodu,Which position does Bebe Kusodu play?,Which position does Bebe Kusodu play?,clean
person_plays_position_in_sport__0085,person_plays_position_in_sport,factual,Lidu Tadiba,Which position does Lidu Tadiba play?,Which position does Lidu Tadiba play?,clean
person_plays_position_in_sport__0086,person_plays_position_in_sport,factual,Kosi Bililu,Which position does Kosi Bililu play?,Which position does Kosi Bililu play?,clean
person_plays_position_in_sport__0087,person_plays_position_in_sport,factual,Lidi Tasara,Which position does Lidi Tasara play?,Which position does Lidi Tasara play?,clean
person_plays_position_in_sport__0088,person_plays_position_in_sport,factual,Rudi Lakuka,Which position does Rudi Lakuka play?,Which position does Rudi Lakuka play?,clean
person_plays_position_in_sport__0089,person_plays_position_in_sport,factual,Kuso Dukoli,Which position does Kuso Dukoli play?,Which position does Kuso Dukoli play?,clean
person_plays_position_in_sport__0090,person_plays_position_in_sport,factual,Kade Kotada,Which position does Kade Kotada play?,Which position does Kade Kotada play?,clean
person_plays_position_in_sport__0091,person_plays_position_in_sport,factual,Buki Bodula,Which position does Buki Bodula play?,Which position does Buki Bodula play?,clean
person_plays_position_in_sport__0092,person_plays_position_in_sport,factual,Saso Ririro,Which position does Saso Ririro play?,Which position does Saso Ririro play?,clean
person_plays_position_in_sport__0093,person_plays_position_in_sport,factual,Kelo Radira,Which position does Kelo Radira play?,Which position does Kelo Radira play?,clean
person_plays_position_in_sport__0094,person_plays_position_in_sport,factual,Tede Basobe,Which position does Tede Basobe play?,Which position does Tede Basobe play?,clean
person_plays_position_in_sport__0095,person_plays_position_in_sport,factual,Saba Rilore,Which position does Saba Rilore play?,Which position does Saba Rilore play?,clean
person_plays_position_in_sport__0096,person_plays_position_in_sport,factual,Kika Sibudu,Which position does Kika Sibudu play?,Which position does Kika Sibudu play?,clean
person_plays_position_in_sport__0097,person_plays_position_in_sport,factual,Lebi Roberu,Which position does Lebi Roberu play?,Which position does Lebi Roberu play?,clean
person_plays_position_in_sport__0098,person_plays_position_in_sport,factual,Basi Disuba,Which position does Basi Disuba play?,Which position does Basi Disuba play?,clean
person_plays_position_in_sport__0099,person_plays_position_in_sport,factual,Baki Dirali,Which position does Baki Dirali play?,Which position does Baki Dirali play?,clean
person_plays_position_in_sport__0100,person_plays_position_in_sport,factual,Kiku Sibale,Which position does Kiku Sibale play?,Which position does Kiku Sibale play?,clean
person_plays_position_in_sport__0101,person_plays_position_in_sport,factual,Leta Rodala,Which position does Leta Rodala play?,Which position does Leta Rodala play?,clean
person_plays_position_in_sport__0102,person_plays_position_in_sport,factual,Kuro Dukate,Which position does Kuro Dukate play?,Which position does Kuro Dukate play?,clean
person_plays_position_in_sport__0103,person_plays_position_in_sport,factual,Loke Dakero,Which position does Loke Dakero play?,Which position does Loke Dakero play?,clean
person_plays_position_in_sport__0104,person_plays_position_in_sport,factual,Sabu Rikute,Which position does Sabu Rikute play?,Which position does Sabu Rikute play?,clean
person_plays_position_in_sport__0105,person_plays_position_in_sport,factual,Sale Ribiko,Which position does Sale Ribiko play?,Which position does Sale Ribiko play?,clean
person_plays_position_in_sport__0106,person_plays_position_in_sport,factual,Sobe Kesase,Which position does Sobe Kesase play?,Which position does Sobe Kesase play?,clean
person_plays_position_in_sport__0107,person_plays_position_in_sport,factual,Tadi Sakola,Which position does Tadi Sakola play?,Which position does Tadi Sakola play?,clean
