example_id,relation_key,relation_group,subject,template,prompt,verdict,exact_hits,best_source,best_candidate,best_score,best_desc
person_plays_pro_sport__0071,person_plays_pro_sport,factual,Rara Lurabo,What sport does {} play?,What sport does Rara Lurabo play?,clean,,,,0.0,
person_plays_pro_sport__0072,person_plays_pro_sport,factual,Doku Teketa,What sport does {} play?,What sport does Doku Teketa play?,clean,,,,0.0,
person_plays_pro_sport__0073,person_plays_pro_sport,factual,Leba Rolusu,What sport does {} play?,What sport does Leba Rolusu play?,clean,,,,0.0,
person_plays_pro_sport__0074,person_plays_pro_sport,factual,Bibe Relila,What sport does {} play?,What sport does Bibe Relila play?,clean,,,,0.0,wikidata_error::RetryError
person_plays_pro_sport__0075,person_plays_pro_sport,factual,Lari Lerura,What sport does {} play?,What sport does Lari Lerura play?,clean,,,,0.0,
person_plays_pro_sport__0076,person_plays_pro_sport,factual,Loda Dabebe,What sport does {} play?,What sport does Loda Dabebe play?,clean,,,,0.0,
person_plays_pro_sport__0077,person_plays_pro_sport,factual,Seke Surabi,What sport does {} play?,What sport does Seke Surabi play?,clean,,,,0.0,
person_plays_pro_sport__0078,person_plays_pro_sport,factual,Rusu Ladodo,What sport does {} play?,What sport does Rusu Ladodo play?,clean,,,,0.0,
person_plays_pro_sport__0079,person_plays_pro_sport,factual,Tate Sareli,What sport does {} play?,What sport does Tate Sareli play?,clean,,,,0.0,
person_plays_pro_sport__0080,person_plays_pro_sport,factual,Lero Rorake,What sport does {} play?,What sport does Lero Rorake play?,clean,,,,0.0,
person_plays_pro_sport__0081,person_plays_pro_sport,factual,Dale Kaseke,What sport does {} play?,What sport does Dale Kaseke play?,clean,,,,0.0,
person_plays_pro_sport__0082,person_plays_pro_sport,factual,Lase Leralu,What sport does {} play?,What sport does Lase Leralu play?,clean,,,,0.0,
person_plays_pro_sport__0083,person_plays_pro_sport,factual,Dore Tesoro,What sport does {} play?,What sport does Dore Tesoro play?,clean,,,,0.0,
person_plays_pro_sport__0084,person_plays_pro_sport,factual,Deba Litebu,What sport does {} play?,What sport does Deba Litebu play?,clean,,,,0.0,
person_plays_pro_sport__0085,person_plays_pro_sport,factual,Disi Ruliro,What sport does {} play?,What sport does Disi Ruliro play?,clean,,,,0.0,
person_plays_pro_sport__0086,person_plays_pro_sport,factual,Tade Sadesa,What sport does {} play?,What sport does Tade Sadesa play?,clean,,,,0.0,
person_plays_pro_sport__0087,person_plays_pro_sport,factual,Kase Kokata,What sport does {} play?,What sport does Kase Kokata play?,clean,,,,0.0,
person_plays_pro_sport__0088,person_plays_pro_sport,factual,Siri Buroku,What sport does {} play?,What sport does Siri Buroku play?,clean,,,,0.0,
person_plays_pro_sport__0089,person_plays_pro_sport,factual,Buru Bosule,What sport does {} play?,What sport does Buru Bosule play?,clean,,,,0.0,
person_plays_pro_sport__0090,person_plays_pro_sport,factual,Baka Didelo,What sport does {} play?,What sport does Baka Didelo play?,clean,,,,0.0,
person_plays_pro_sport__0091,person_plays_pro_sport,factual,Rose Dotali,What sport does {} play?,What sport does Rose Dotali play?,clean,,,,0.0,
person_plays_pro_sport__0092,person_plays_pro_sport,factual,Suko Lobita,What sport does {} play?,What sport does Suko Lobita play?,clean,,,,0.0,
person_plays_pro_sport__0093,person_plays_pro_sport,factual,Rodo Dobada,What sport does {} play?,What sport does Rodo Dobada play?,clean,,,,0.0,
person_plays_pro_sport__0094,person_plays_pro_sport,factual,Dule Delado,What sport does {} play?,What sport does Dule Delado play?,clean,,,,0.0,
person_plays_pro_sport__0095,person_plays_pro_sport,factual,Bare Diludo,What sport does {} play?,What sport does Bare Diludo play?,clean,,,,0.0,
person_plays_pro_sport__0096,person_plays_pro_sport,factual,Rabe Lulaba,What sport does {} play?,What sport does Rabe Lulaba play?,clean,,,,0.0,
person_plays_pro_sport__0097,person_plays_pro_sport,factual,Beta Kudidi,What sport does {} play?,What sport does Beta Kudidi play?,clean,,,,0.0,
person_plays_pro_sport__0098,person_plays_pro_sport,factual,Debu Lisili,What sport does {} play?,What sport does Debu Lisili play?,clean,,,,0.0,
person_plays_pro_sport__0099,person_plays_pro_sport,factual,Lala Ledido,What sport does {} play?,What sport does Lala Ledido play?,clean,,,,0.0,
person_plays_pro_sport__0100,person_plays_pro_sport,factual,Taru Sabubo,What sport does {} play?,What sport does Taru Sabubo play?,clean,,,,0.0,
person_plays_pro_sport__0101,person_plays_pro_sport,factual,Deku Libebu,What sport does {} play?,What sport does Deku Libebu play?,clean,,,,0.0,
person_plays_pro_sport__0102,person_plays_pro_sport,factual,Bete Kukude,What sport does {} play?,What sport does Bete Kukude play?,clean,,,,0.0,wikidata_error::RetryError
person_plays_pro_sport__0103,person_plays_pro_sport,factual,Baru Didoli,What sport does {} play?,What sport does Baru Didoli play?,clean,,,,0.0,wikidata_error::RetryError
person_plays_pro_sport__0104,person_plays_pro_sport,factual,Rure Laleda,What sport does {} play?,What sport does Rure Laleda play?,clean,,,,0.0,
person_plays_pro_sport__0105,person_plays_pro_sport,factual,Didi Rudaro,What sport does {} play?,What sport does Didi Rudaro play?,clean,,,,0.0,
person_plays_pro_sport__0106,person_plays_pro_sport,factual,Kiki Silolo,What sport does {} play?,What sport does Kiki Silolo play?,clean,,,,0.0,
person_plays_pro_sport__0107,person_plays_pro_sport,factual,Kelu Rakuki,What sport does {} play?,What sport does Kelu Rakuki play?,clean,,,,0.0,
person_plays_pro_sport__0108,person_plays_pro_sport,factual,Ruba Lasule,What sport does {} play?,What sport does Ruba Lasule play?,clean,,,,0.0,
person_plays_pro_sport__0109,person_plays_pro_sport,factual,Dosu Terale,What sport does {} play?,What sport does Dosu Terale play?,clean,,,,0.0,
person_plays_pro_sport__0110,person_plays_pro_sport,factual,Dibe Rusibo,What sport does {} play?,What sport does Dibe Rusibo play?,clean,,,,0.0,
person_plays_pro_sport__0111,person_plays_pro_sport,factual,Baki Diraro,What sport does {} play?,What sport does Baki Diraro play?,clean,,,,0.0,
person_plays_pro_sport__0112,person_plays_pro_sport,factual,Tete Bakeba,What sport does {} play?,What sport does Tete Bakeba play?,clean,,,,0.0,
person_plays_pro_sport__0113,person_plays_pro_sport,factual,Liro Tadula,What sport does {} play?,What sport does Liro Tadula play?,clean,,,,0.0,
person_plays_pro_sport__0114,person_plays_pro_sport,factual,Libo Tasute,What sport does {} play?,What sport does Libo Tasute play?,clean,,,,0.0,
person_plays_pro_sport__0115,person_plays_pro_sport,factual,Ludo Kikeli,What sport does {} play?,What sport does Ludo Kikeli play?,clean,,,,0.0,
person_plays_pro_sport__0116,person_plays_pro_sport,factual,Kure Dusodu,What sport does {} play?,What sport does Kure Dusodu play?,clean,,,,0.0,
person_plays_pro_sport__0117,person_plays_pro_sport,factual,Biba Rekaso,What sport does {} play?,What sport does Biba Rekaso play?,clean,,,,0.0,
person_plays_pro_sport__0118,person_plays_pro_sport,factual,Taki Salela,What sport does {} play?,What sport does Taki Salela play?,clean,,,,0.0,
person_plays_pro_sport__0119,person_plays_pro_sport,factual,Rika Besaro,What sport does {} play?,What sport does Rika Besaro play?,clean,,,,0.0,
person_plays_pro_sport__0120,person_plays_pro_sport,factual,Liko Tabosa,What sport does {} play?,What sport does Liko Tabosa play?,clean,,,,0.0,
person_plays_pro_sport__0121,person_plays_pro_sport,factual,Koku Birida,What sport does {} play?,What sport does Koku Birida play?,clean,,,,0.0,
person_plays_pro_sport__0122,person_plays_pro_sport,factual,Dodu Tedoro,What sport does {} play?,What sport does Dodu Tedoro play?,clean,,,,0.0,
person_plays_pro_sport__0123,person_plays_pro_sport,factual,Lara Lekabi,What sport does {} play?,What sport does Lara Lekabi play?,clean,,,,0.0,
person_plays_pro_sport__0124,person_plays_pro_sport,factual,Luke Kibate,What sport does {} play?,What sport does Luke Kibate play?,clean,,,,0.0,
person_plays_pro_sport__0125,person_plays_pro_sport,factual,Dura Dekete,What sport does {} play?,What sport does Dura Dekete play?,clean,,,,0.0,
person_plays_pro_sport__0126,person_plays_pro_sport,factual,Kedo Rabebu,What sport does {} play?,What sport does Kedo Rabebu play?,clean,,,,0.0,
person_plays_pro_sport__0127,person_plays_pro_sport,factual,Keko Rabure,What sport does {} play?,What sport does Keko Rabure play?,clean,,,,0.0,
person_plays_pro_sport__0128,person_plays_pro_sport,factual,Deko Liseta,What sport does {} play?,What sport does Deko Liseta play?,clean,,,,0.0,
person_plays_pro_sport__0129,person_plays_pro_sport,factual,Luke Kibado,What sport does {} play?,What sport does Luke Kibado play?,clean,,,,0.0,
person_plays_pro_sport__0130,person_plays_pro_sport,factual,Lubo Kidodo,What sport does {} play?,What sport does Lubo Kidodo play?,clean,,,,0.0,
person_plays_pro_sport__0131,person_plays_pro_sport,factual,Boso Sobora,What sport does {} play?,What sport does Boso Sobora play?,clean,,,,0.0,
person_plays_pro_sport__0132,person_plays_pro_sport,factual,Sebe Sukuku,What sport does {} play?,What sport does Sebe Sukuku play?,clean,,,,0.0,
person_plays_pro_sport__0133,person_plays_pro_sport,factual,Rili Bekade,What sport does {} play?,What sport does Rili Bekade play?,clean,,,,0.0,
person_plays_pro_sport__0134,person_plays_pro_sport,factual,Buka Bosiba,What sport does {} play?,What sport does Buka Bosiba play?,clean,,,,0.0,
person_plays_pro_sport__0135,person_plays_pro_sport,factual,Talo Saseri,What sport does {} play?,What sport does Talo Saseri play?,clean,,,,0.0,
person_plays_pro_sport__0136,person_plays_pro_sport,factual,Lola Dadiba,What sport does {} play?,What sport does Lola Dadiba play?,clean,,,,0.0,
person_plays_pro_sport__0137,person_plays_pro_sport,factual,Kore Bidiru,What sport does {} play?,What sport does Kore Bidiru play?,clean,,,,0.0,
person_plays_pro_sport__0138,person_plays_pro_sport,factual,Seda Sukako,What sport does {} play?,What sport does Seda Sukako play?,clean,,,,0.0,
person_plays_pro_sport__0139,person_plays_pro_sport,factual,Tebi Babaka,What sport does {} play?,What sport does Tebi Babaka play?,clean,,,,0.0,
person_plays_pro_sport__0140,person_plays_pro_sport,factual,Siri Burosa,What sport does {} play?,What sport does Siri Burosa play?,clean,,,,0.0,
person_plays_pro_sport__0141,person_plays_pro_sport,factual,Tabu Sarubu,What sport does {} play?,What sport does Tabu Sarubu play?,clean,,,,0.0,
person_plays_pro_sport__0142,person_plays_pro_sport,factual,Sebo Susosa,What sport does {} play?,What sport does Sebo Susosa play?,clean,,,,0.0,
person_plays_pro_sport__0143,person_plays_pro_sport,factual,Rota Dosedu,What sport does {} play?,What sport does Rota Dosedu play?,clean,,,,0.0,
person_plays_pro_sport__0144,person_plays_pro_sport,factual,Dode Telute,What sport does {} play?,What sport does Dode Telute play?,clean,,,,0.0,
person_plays_pro_sport__0145,person_plays_pro_sport,factual,Bodu Sotadu,What sport does {} play?,What sport does Bodu Sotadu play?,clean,,,,0.0,
person_plays_pro_sport__0146,person_plays_pro_sport,factual,Biba Rekabo,What sport does {} play?,What sport does Biba Rekabo play?,clean,,,,0.0,wikidata_error::RetryError
person_plays_pro_sport__0147,person_plays_pro_sport,factual,Dako Kadaba,What sport does {} play?,What sport does Dako Kadaba play?,clean,,,,0.0,
person_plays_pro_sport__0148,person_plays_pro_sport,factual,Rele Sekote,What sport does {} play?,What sport does Rele Sekote play?,clean,,,,0.0,
person_plays_pro_sport__0149,person_plays_pro_sport,factual,Sase Ridoda,What sport does {} play?,What sport does Sase Ridoda play?,clean,,,,0.0,
person_plays_pro_sport__0150,person_plays_pro_sport,factual,Luki Kidibo,What sport does {} play?,What sport does Luki Kidibo play?,clean,,,,0.0,
person_plays_pro_sport__0151,person_plays_pro_sport,factual,Rira Betedu,What sport does {} play?,What sport does Rira Betedu play?,clean,,,,0.0,
person_plays_pro_sport__0152,person_plays_pro_sport,factual,Reke Sekaro,What sport does {} play?,What sport does Reke Sekaro play?,clean,,,,0.0,
person_plays_pro_sport__0153,person_plays_pro_sport,factual,Sari Rikiso,What sport does {} play?,What sport does Sari Rikiso play?,clean,,,,0.0,
person_plays_pro_sport__0154,person_plays_pro_sport,factual,Lobi Dakidu,What sport does {} play?,What sport does Lobi Dakidu play?,clean,,,,0.0,
person_plays_pro_sport__0155,person_plays_pro_sport,factual,Dolo Tedilu,What sport does {} play?,What sport does Dolo Tedilu play?,clean,,,,0.0,
person_plays_pro_sport__0156,person_plays_pro_sport,factual,Dusa Dekulu,What sport does {} play?,What sport does Dusa Dekulu play?,clean,,,,0.0,
person_plays_pro_sport__0157,person_plays_pro_sport,factual,Seka Sukobi,What sport does {} play?,What sport does Seka Sukobi play?,clean,,,,0.0,
person_plays_pro_sport__0158,person_plays_pro_sport,factual,Diso Ruruke,What sport does {} play?,What sport does Diso Ruruke play?,clean,,,,0.0,
person_plays_pro_sport__0159,person_plays_pro_sport,factual,Kebu Radali,What sport does {} play?,What sport does Kebu Radali play?,clean,,,,0.0,
person_plays_pro_sport__0160,person_plays_pro_sport,factual,Dubi Dekodi,What sport does {} play?,What sport does Dubi Dekodi play?,clean,,,,0.0,
person_plays_pro_sport__0161,person_plays_pro_sport,factual,Sedi Sururu,What sport does {} play?,What sport does Sedi Sururu play?,clean,,,,0.0,
person_plays_pro_sport__0162,person_plays_pro_sport,factual,Kila Sidiki,What sport does {} play?,What sport does Kila Sidiki play?,clean,,,,0.0,
person_plays_pro_sport__0163,person_plays_pro_sport,factual,Dabo Kateru,What sport does {} play?,What sport does Dabo Kateru play?,clean,,,,0.0,
person_plays_pro_sport__0164,person_plays_pro_sport,factual,Taru Sabulo,What sport does {} play?,What sport does Taru Sabulo play?,clean,,,,0.0,
person_plays_pro_sport__0165,person_plays_pro_sport,factual,Tela Basisi,What sport does {} play?,What sport does Tela Basisi play?,clean,,,,0.0,
person_plays_pro_sport__0166,person_plays_pro_sport,factual,Sisi Busesa,What sport does {} play?,What sport does Sisi Busesa play?,clean,,,,0.0,
person_plays_pro_sport__0167,person_plays_pro_sport,factual,Lisu Talubu,What sport does {} play?,What sport does Lisu Talubu play?,clean,,,,0.0,
person_plays_pro_sport__0168,person_plays_pro_sport,factual,Rili Bekada,What sport does {} play?,What sport does Rili Bekada play?,clean,,,,0.0,
