subject,n_prompts,relation_keys,norm_subject,verdict,exact_hits,best_source,best_candidate,best_score,best_desc,wiki_exact_titles,wiki_search_titles,n_wikidata_hits
Lise Tatade,1,person_occupation,lisetatade,clean,,,,0.0,,,,0
Lisede Platform,1,product_by_company,lisedeplatform,clean,,,,0.0,,,,0
Lisedo Group,1,company_hq,lisedogroup,clean,,,,0.0,,,,0
Liseta Toolkit,1,product_by_company,lisetatoolkit,clean,,,,0.0,,,,0
Lisi Tadabi,1,person_mother,lisitadabi,clean,,,,0.0,,,,0
Liso Takile,1,person_mother,lisotakile,clean,,,,0.0,,,,0
Lisu Talubu,1,person_plays_pro_sport,lisutalubu,clean,,,,0.0,,,,0
Lisu Taluko,1,person_father,lisutaluko,clean,,,,0.0,,,,0
Lita Taseko,1,person_father,litataseko,clean,,,,0.0,,,,0
Litaba Plaza,1,landmark_in_country,litabaplaza,clean,,,,0.0,,,,0
Lite Tabedi,1,person_plays_pro_sport,litetabedi,clean,,,,0.0,,,,0
Litere Hall,1,landmark_on_continent,literehall,clean,,,,0.0,,,,0
Loba Dataki,1,person_mother,lobadataki,clean,,,,0.0,,,,0
Lobasi Monument,1,landmark_in_country,lobasimonument,clean,,,,0.0,,,,0
Lobe Dadaba,1,person_mother,lobedadaba,clean,,,,0.0,,,,0
Lobe Dadake,1,person_mother,lobedadake,clean,,,,0.0,,,,0
Lobe Dadako,1,person_plays_instrument,lobedadako,clean,,,,0.0,,,,0
Lobebi Plaza,1,landmark_in_country,lobebiplaza,clean,,,,0.0,,,,0
Lobi Dakidi,1,person_university,lobidakidi,clean,,,,0.0,,,,0
Lobi Dakidu,1,person_plays_pro_sport,lobidakidu,clean,,,,0.0,,,,0
Lobi-36626,1,star_constellation,lobi36626,clean,,,,0.0,,,,0
Lobo Daludu,1,person_plays_position_in_sport,lobodaludu,clean,,,,0.0,,,,0
Lobo Daluka,1,person_plays_pro_sport,lobodaluka,clean,,,,0.0,,,,0
Lobo Daluro,1,person_plays_instrument,lobodaluro,clean,,,,0.0,,,,0
Lobo Dalusu,1,person_occupation,lobodalusu,clean,,,,0.0,,,,0
Lobu Daseku,1,person_mother,lobudaseku,clean,,,,0.0,,,,0
Lobu Dasesu,1,person_university,lobudasesu,clean,,,,0.0,,,,0
Lobubi Systems,1,company_ceo,lobubisystems,clean,,,,0.0,,,,0
Lobudo Systems,1,company_ceo,lobudosystems,clean,,,,0.0,,,,0
Loda Dabebe,1,person_plays_pro_sport,lodadabebe,clean,,,,0.0,,,,0
Loda Dabeko,1,person_university,lodadabeko,clean,,,,0.0,,,,0
Lode Dadodo,1,person_father,lodedadodo,clean,,,,0.0,,,,0
Lodila Platform,1,product_by_company,lodilaplatform,clean,,,,0.0,,,,0
Lodo Daribu,1,person_mother,lododaribu,clean,,,,0.0,,,,0
Lodo Darilu,1,person_occupation,lododarilu,clean,,,,0.0,,,,0
Lodolo Plaza,1,landmark_in_country,lodoloplaza,clean,,,,0.0,,,,0
Lodu Dasuro,1,person_plays_instrument,lodudasuro,clean,,,,0.0,,,,0
Lodu-73298,1,star_constellation,lodu73298,clean,,,,0.0,,,,0
Loduru Hall,1,landmark_in_country,loduruhall,clean,,,,0.0,,,,0
Lokalu Hall,1,landmark_in_country,lokaluhall,clean,,,,0.0,,,,0
Loke Dakero,1,person_plays_position_in_sport,lokedakero,clean,,,,0.0,,,,0
Lokili Park,1,landmark_on_continent,lokilipark,clean,,,,0.0,,,,0
Lokiru Bridge,1,landmark_in_country,lokirubridge,clean,,,,0.0,,,,0
Lokite Monument,1,landmark_in_country,lokitemonument,clean,,,,0.0,,,,0
Loko Dasaso,1,person_plays_position_in_sport,lokodasaso,clean,,,,0.0,,,,0
Lokote Engine,1,product_by_company,lokoteengine,clean,,,,0.0,,,,0
Lokubu Bridge,1,landmark_in_country,lokububridge,clean,,,,0.0,,,,0
Lokudo Group,1,company_hq,lokudogroup,clean,,,,0.0,,,,0
Lola Dadiba,1,person_plays_pro_sport,loladadiba,clean,,,,0.0,,,,0
Lola Dadilu,1,person_father,loladadilu,clean,,,,0.0,,,,0
Lolado Labs,1,company_hq,loladolabs,clean,,,,0.0,,,,0
Loli Daredu,1,person_occupation,lolidaredu,clean,,,,0.0,,,,0
Lolu Daboko,1,person_occupation,loludaboko,clean,,,,0.0,,,,0
Lolu-57458,1,star_constellation,lolu57458,clean,,,,0.0,,,,0
Lora Dakadi,1,person_university,loradakadi,clean,,,,0.0,,,,0
Lora Dakare,1,person_father,loradakare,clean,,,,0.0,,,,0
Lorari Holdings,1,company_ceo,lorariholdings,clean,,,,0.0,,,,0
Loredi Gadget,1,product_by_company,loredigadget,clean,,,,0.0,,,,0
Loreli Tower,1,landmark_on_continent,lorelitower,clean,,,,0.0,,,,0
Lori Darudi,1,person_father,loridarudi,clean,,,,0.0,,,,0
Loro-85554,1,star_constellation,loro85554,clean,,,,0.0,,,,0
Lorode Platform,1,product_by_company,lorodeplatform,clean,,,,0.0,,,,0
Loru Dadesu,1,person_occupation,lorudadesu,clean,,,,0.0,,,,0
Lorudo Holdings,1,company_ceo,lorudoholdings,clean,,,,0.0,,,,0
Loruko Partners,1,company_hq,lorukopartners,clean,,,,0.0,,,,0
Lorula Systems,1,company_ceo,lorulasystems,clean,,,,0.0,,,,0
Losa-75122,1,star_constellation,losa75122,clean,,,,0.0,,,,0
Losaku Labs,1,company_hq,losakulabs,clean,,,,0.0,,,,0
Loseba Gadget,1,product_by_company,losebagadget,clean,,,,0.0,,,,0
Losebe Park,1,landmark_on_continent,losebepark,clean,,,,0.0,,,,0
Loseko Tower,1,landmark_in_country,losekotower,clean,,,,0.0,,,,0
Losesi Plaza,1,landmark_on_continent,losesiplaza,clean,,,,0.0,,,,0
Losi Dasida,1,person_plays_instrument,losidasida,clean,,,,0.0,,,,0
Losi Dasili,1,person_father,losidasili,clean,,,,0.0,,,,0
Losoki Suite,1,product_by_company,losokisuite,clean,,,,0.0,,,,0
Losu Dadure,1,person_plays_instrument,losudadure,clean,,,,0.0,,,,0
Losu Daduri,1,person_plays_position_in_sport,losudaduri,clean,,,,0.0,,,,0
Losuro Monument,1,landmark_in_country,losuromonument,clean,,,,0.0,,,,0
Lota Daleri,1,person_university,lotadaleri,clean,,,,0.0,,,,0
Lotabu Tower,1,landmark_on_continent,lotabutower,clean,,,,0.0,,,,0
Lote-58642,1,star_constellation,lote58642,clean,,,,0.0,,,,0
Luba Kilusu,1,person_university,lubakilusu,clean,,,,0.0,,,,0
Lubaru Technologies,1,company_hq,lubarutechnologies,clean,,,,0.0,,,,0
Lubate Suite,1,product_by_company,lubatesuite,clean,,,,0.0,,,,0
Lube Kisebo,1,person_plays_pro_sport,lubekisebo,clean,,,,0.0,,,,0
Lubeli Labs,1,company_ceo,lubelilabs,clean,,,,0.0,,,,0
Lubere Platform,1,product_by_company,lubereplatform,clean,,,,0.0,,,,0
Lubibu Tower,1,landmark_in_country,lubibutower,clean,,,,0.0,,,,0
Lubite Technologies,1,company_hq,lubitetechnologies,clean,,,,0.0,,,,0
Lubo Kidodo,1,person_plays_pro_sport,lubokidodo,clean,,,,0.0,,,,0
Lubo Kidola,1,person_plays_position_in_sport,lubokidola,clean,,,,0.0,,,,0
Luboda Suite,1,product_by_company,lubodasuite,clean,,,,0.0,,,,0
Lubu-79091,1,star_constellation,lubu79091,clean,,,,0.0,,,,0
Lude Kisura,1,person_university,ludekisura,clean,,,,0.0,,,,0
Ludeli Hall,1,landmark_on_continent,ludelihall,clean,,,,0.0,,,,0
Ludi Kibuki,1,person_plays_instrument,ludikibuki,clean,,,,0.0,,,,0
Ludi Kibute,1,person_university,ludikibute,clean,,,,0.0,,,,0
Ludilo Partners,1,company_hq,ludilopartners,clean,,,,0.0,,,,0
Ludisi Systems,1,company_ceo,ludisisystems,clean,,,,0.0,,,,0
Ludo Kikeku,1,person_mother,ludokikeku,clean,,,,0.0,,,,0
Ludo Kikeli,1,person_plays_pro_sport,ludokikeli,clean,,,,0.0,,,,0
Ludo-12435,1,star_constellation,ludo12435,clean,,,,0.0,,,,0
Ludoli Suite,1,product_by_company,ludolisuite,clean,,,,0.0,,,,0
Ludore Group,1,company_hq,ludoregroup,clean,,,,0.0,,,,0
Ludose Tower,1,landmark_in_country,ludosetower,clean,,,,0.0,,,,0
Ludu Kilodi,1,person_plays_pro_sport,ludukilodi,clean,,,,0.0,,,,0
Ludu Kiloke,1,person_plays_pro_sport,ludukiloke,clean,,,,0.0,,,,0
Ludu Kilosa,1,person_university,ludukilosa,clean,,,,0.0,,,,0
Ludura Suite,1,product_by_company,ludurasuite,clean,,,,0.0,,,,0
Luka Kisada,1,person_mother,lukakisada,clean,,,,0.0,,,,0
Luka Kisasa,1,person_mother,lukakisasa,clean,,,,0.0,,,,0
Luka Kisasu,1,person_mother,lukakisasu,clean,,,,0.0,,,,0
Lukadu Bridge,1,landmark_in_country,lukadubridge,clean,,,,0.0,,,,0
Luke Kibado,1,person_plays_pro_sport,lukekibado,clean,,,,0.0,,,,0
Luke Kibale,1,person_plays_pro_sport,lukekibale,clean,,,,0.0,,,,0
Luke Kibate,1,person_plays_pro_sport,lukekibate,clean,,,,0.0,,,,0
Luki Kidibo,1,person_plays_pro_sport,lukikidibo,clean,,,,0.0,,,,0
Luki Kidisa,1,person_occupation,lukikidisa,clean,,,,0.0,,,,0
Lukilu Toolkit,1,product_by_company,lukilutoolkit,clean,,,,0.0,,,,0
Luko Kikuri,1,person_plays_pro_sport,lukokikuri,clean,,,,0.0,,,,0
Lukuka Group,1,company_ceo,lukukagroup,clean,,,,0.0,,,,0
Lule Kiboka,1,person_plays_position_in_sport,lulekiboka,clean,,,,0.0,,,,0
Luli Kikare,1,person_mother,lulikikare,clean,,,,0.0,,,,0
Luli Kikasi,1,person_father,lulikikasi,clean,,,,0.0,,,,0
Lulo Kilida,1,person_plays_instrument,lulokilida,clean,,,,0.0,,,,0
Lulo Kilili,1,person_plays_instrument,lulokilili,clean,,,,0.0,,,,0
Lulola Hall,1,landmark_in_country,lulolahall,clean,,,,0.0,,,,0
Lulu Kirure,1,person_mother,lulukirure,clean,,,,0.0,,,,0
Lulu-61971,1,star_constellation,lulu61971,clean,,,,0.0,,,,0
Lura Kitedu,1,person_mother,lurakitedu,clean,,,,0.0,,,,0
Lura Kitesa,1,person_father,lurakitesa,clean,,,,0.0,,,,0
Lurata Toolkit,1,product_by_company,luratatoolkit,clean,,,,0.0,,,,0
Lurela Corp,1,company_hq,lurelacorp,clean,,,,0.0,,,,0
Lurera Park,1,landmark_on_continent,lurerapark,clean,,,,0.0,,,,0
Luri Kikoru,2,person_mother|person_plays_pro_sport,lurikikoru,clean,,,,0.0,,,,0
Luriku Group,1,company_ceo,lurikugroup,clean,,,,0.0,,,,0
Luro Kiraka,1,person_plays_instrument,lurokiraka,clean,,,,0.0,,,,0
Lurobe Park,1,landmark_in_country,lurobepark,clean,,,,0.0,,,,0
Luroko Monument,1,landmark_on_continent,lurokomonument,clean,,,,0.0,,,,0
Luruta Technologies,1,company_hq,lurutatechnologies,clean,,,,0.0,,,,0
Lusabe Gadget,1,product_by_company,lusabegadget,clean,,,,0.0,,,,0
Lusabi Engine,1,product_by_company,lusabiengine,clean,,,,0.0,,,,0
Luse Kiduli,2,person_mother|person_occupation,lusekiduli,clean,,,,0.0,,,,0
Luselu Systems,1,company_hq,luselusystems,clean,,,,0.0,,,,0
Lusi Kilebi,1,person_mother,lusikilebi,clean,,,,0.0,,,,0
Lusi Kilebu,1,person_university,lusikilebu,clean,,,,0.0,,,,0
Luso Kirode,1,person_plays_instrument,lusokirode,clean,,,,0.0,,,,0
Luso Kirolo,2,person_father|person_university,lusokirolo,clean,,,,0.0,,,,0
Lusode Corp,1,company_ceo,lusodecorp,clean,,,,0.0,,,,0
Lusosa Technologies,1,company_ceo,lusosatechnologies,clean,,,,0.0,,,,0
Lusu Kitasi,1,person_mother,lusukitasi,clean,,,,0.0,,,,0
Lusudu Technologies,1,company_hq,lusudutechnologies,clean,,,,0.0,,,,0
Luta Kidala,1,person_plays_pro_sport,lutakidala,clean,,,,0.0,,,,0
Lutate Plaza,1,landmark_on_continent,lutateplaza,clean,,,,0.0,,,,0
Luteke Park,1,landmark_on_continent,lutekepark,clean,,,,0.0,,,,0
Rabe Lulaba,1,person_plays_pro_sport,rabelulaba,clean,,,,0.0,,,,0
Rabelo App,1,product_by_company,rabeloapp,clean,,,,0.0,,,,0
Rabelo Technologies,1,company_ceo,rabelotechnologies,clean,,,,0.0,,,,0
Rabi Lurike,1,person_occupation,rabilurike,clean,,,,0.0,,,,0
Rabi Luriku,1,person_university,rabiluriku,clean,,,,0.0,,,,0
Rabidu Museum,1,landmark_on_continent,rabidumuseum,clean,,,,0.0,,,,0
Rabo Lusubo,1,person_mother,rabolusubo,clean,,,,0.0,,,,0
Rabodi Park,1,landmark_on_continent,rabodipark,clean,,,,0.0,,,,0
Rabura Corp,1,company_hq,raburacorp,clean,,,,0.0,,,,0
Rabuse Group,1,company_hq,rabusegroup,clean,,,,0.0,,,,0
Rada Lukeke,1,person_plays_position_in_sport,radalukeke,clean,,,,0.0,,,,0
Rada Lukeru,1,person_plays_pro_sport,radalukeru,clean,,,,0.0,,,,0
Rade Lulobi,1,person_mother,radelulobi,clean,,,,0.0,,,,0
Rade-69076,1,star_constellation,rade69076,clean,,,,0.0,,,,0
Radedo Group,1,company_ceo,radedogroup,clean,,,,0.0,,,,0
Radedu Tower,1,landmark_on_continent,radedutower,clean,,,,0.0,,,,0
Radeki Suite,1,product_by_company,radekisuite,clean,,,,0.0,,,,0
Radele Platform,1,product_by_company,radeleplatform,clean,,,,0.0,,,,0
Radi Lusaka,1,person_father,radilusaka,clean,,,,0.0,,,,0
Radiri Museum,1,landmark_on_continent,radirimuseum,clean,,,,0.0,,,,0
Rado Lubale,2,person_occupation|person_university,radolubale,clean,,,,0.0,,,,0
Radu Ludira,1,person_university,raduludira,clean,,,,0.0,,,,0
Radu-36340,1,star_constellation,radu36340,clean,,,,0.0,,,,0
Raduka Hall,1,landmark_in_country,radukahall,clean,,,,0.0,,,,0
Raduru Toolkit,1,product_by_company,radurutoolkit,clean,,,,0.0,,,,0
Raka Lukute,1,person_university,rakalukute,clean,,,,0.0,,,,0
Raka-18260,1,star_constellation,raka18260,clean,,,,0.0,,,,0
Rakadu Corp,1,company_ceo,rakaducorp,clean,,,,0.0,,,,0
Rake Lurese,1,person_plays_pro_sport,rakelurese,clean,,,,0.0,,,,0
Rake Luresu,1,person_father,rakeluresu,clean,,,,0.0,,,,0
Rakite Device,1,product_by_company,rakitedevice,clean,,,,0.0,,,,0
Raku Lukabe,1,person_occupation,rakulukabe,clean,,,,0.0,,,,0
Raku Lukasa,1,person_father,rakulukasa,clean,,,,0.0,,,,0
Raku-86068,1,star_constellation,raku86068,clean,,,,0.0,,,,0
Rala Lulika,1,person_plays_position_in_sport,ralalulika,clean,,,,0.0,,,,0
Rala Lulilo,1,person_plays_position_in_sport,ralalulilo,clean,,,,0.0,,,,0
Rala Lulire,1,person_university,ralalulire,clean,,,,0.0,,,,0
Rala Luliri,1,person_occupation,ralaluliri,clean,,,,0.0,,,,0
Rala Lulita,1,person_university,ralalulita,clean,,,,0.0,,,,0
Ralaka Park,1,landmark_in_country,ralakapark,clean,,,,0.0,,,,0
Rale Lurubu,1,person_father,ralelurubu,clean,,,,0.0,,,,0
Rale Lurusi,1,person_plays_pro_sport,ralelurusi,clean,,,,0.0,,,,0
Ralede Bridge,1,landmark_on_continent,raledebridge,clean,,,,0.0,,,,0
Raleta Park,1,landmark_on_continent,raletapark,clean,,,,0.0,,,,0
Rali Lutebe,1,person_plays_instrument,ralilutebe,clean,,,,0.0,,,,0
Rali Lutebo,1,person_mother,ralilutebo,clean,,,,0.0,,,,0
Ralibo Monument,1,landmark_in_country,ralibomonument,clean,,,,0.0,,,,0
Raliso Corp,1,company_hq,ralisocorp,clean,,,,0.0,,,,0
Ralo Ludete,1,person_plays_instrument,raloludete,clean,,,,0.0,,,,0
Ralolo Museum,1,landmark_in_country,ralolomuseum,clean,,,,0.0,,,,0
Ralu Lukodo,1,person_plays_instrument,ralulukodo,clean,,,,0.0,,,,0
Rara Lurabo,1,person_plays_pro_sport,raralurabo,clean,,,,0.0,,,,0
Rara Luraru,1,person_occupation,raraluraru,clean,,,,0.0,,,,0
Rare Lusike,1,person_university,rarelusike,clean,,,,0.0,,,,0
Rare Lusilo,1,person_plays_instrument,rarelusilo,clean,,,,0.0,,,,0
Rare Lusisa,1,person_university,rarelusisa,clean,,,,0.0,,,,0
Raredi Monument,2,landmark_in_country,raredimonument,clean,,,,0.0,,,,0
Raro Lududi,1,person_university,rarolududi,clean,,,,0.0,,,,0
Raro Lududu,1,person_university,rarolududu,clean,,,,0.0,,,,0
Raro Luduru,1,person_plays_instrument,raroluduru,clean,,,,0.0,,,,0
Raru-74484,1,star_constellation,raru74484,clean,,,,0.0,,,,0
Rarubu Museum,1,landmark_in_country,rarubumuseum,clean,,,,0.0,,,,0
Rarule Plaza,1,landmark_on_continent,raruleplaza,clean,,,,0.0,,,,0
Rarule Tower,1,landmark_on_continent,raruletower,clean,,,,0.0,,,,0
Rasala Museum,1,landmark_in_country,rasalamuseum,clean,,,,0.0,,,,0
Rase-40852,1,star_constellation,rase40852,clean,,,,0.0,,,,0
Rasedu Device,1,product_by_company,rasedudevice,clean,,,,0.0,,,,0
Raseku Labs,1,company_hq,rasekulabs,clean,,,,0.0,,,,0
Rasi Ludale,1,person_plays_pro_sport,rasiludale,clean,,,,0.0,,,,0
Raso Lukira,1,person_father,rasolukira,clean,,,,0.0,,,,0
Raso Lukiri,1,person_university,rasolukiri,clean,,,,0.0,,,,0
Raso-72884,1,star_constellation,raso72884,clean,,,,0.0,,,,0
Rasode Tower,1,landmark_in_country,rasodetower,clean,,,,0.0,,,,0
Rasu Lulube,1,person_father,rasululube,clean,,,,0.0,,,,0
Rasu Lulubi,1,person_occupation,rasululubi,clean,,,,0.0,,,,0
Rasu-71124,1,star_constellation,rasu71124,clean,,,,0.0,,,,0
Rasuka Group,1,company_hq,rasukagroup,clean,,,,0.0,,,,0
Rasura Device,1,product_by_company,rasuradevice,clean,,,,0.0,,,,0
Ratabo Engine,1,product_by_company,rataboengine,clean,,,,0.0,,,,0
Ratale Tower,1,landmark_in_country,rataletower,clean,,,,0.0,,,,0
Rate Lubebe,1,person_occupation,ratelubebe,clean,,,,0.0,,,,0
Rateru Plaza,1,landmark_on_continent,rateruplaza,clean,,,,0.0,,,,0
Reba Sesudu,1,person_plays_instrument,rebasesudu,clean,,,,0.0,,,,0
Reba Sesuse,1,person_father,rebasesuse,clean,,,,0.0,,,,0
Rebasa Gadget,1,product_by_company,rebasagadget,clean,,,,0.0,,,,0
Rebe Sebule,1,person_mother,rebesebule,clean,,,,0.0,,,,0
Rebe Sebulu,1,person_mother,rebesebulu,clean,,,,0.0,,,,0
Rebesi Labs,1,company_hq,rebesilabs,clean,,,,0.0,,,,0
Rebiru Technologies,1,company_hq,rebirutechnologies,clean,,,,0.0,,,,0
Rebiso Suite,1,product_by_company,rebisosuite,clean,,,,0.0,,,,0
Rebo Seloba,1,person_father,reboseloba,clean,,,,0.0,,,,0
Rebobi Holdings,1,company_hq,rebobiholdings,clean,,,,0.0,,,,0
Reda Sebabo,1,person_father,redasebabo,clean,,,,0.0,,,,0
Reda Sebasa,1,person_occupation,redasebasa,clean,,,,0.0,,,,0
Redi Sekule,1,person_plays_pro_sport,redisekule,clean,,,,0.0,,,,0
Redo Serelo,1,person_plays_position_in_sport,redoserelo,clean,,,,0.0,,,,0
Redoka Device,1,product_by_company,redokadevice,clean,,,,0.0,,,,0
Redora Corp,1,company_ceo,redoracorp,clean,,,,0.0,,,,0
Redu Sesoru,1,person_plays_instrument,redusesoru,clean,,,,0.0,,,,0
Redu Sesote,1,person_occupation,redusesote,clean,,,,0.0,,,,0
Redudi Museum,1,landmark_in_country,redudimuseum,clean,,,,0.0,,,,0
Reduka Holdings,1,company_hq,redukaholdings,clean,,,,0.0,,,,0
Reka-13397,1,star_constellation,reka13397,clean,,,,0.0,,,,0
Rekaku Systems,1,company_ceo,rekakusystems,clean,,,,0.0,,,,0
Reke Sekaba,1,person_father,rekesekaba,clean,,,,0.0,,,,0
Reke Sekadi,1,person_university,rekesekadi,clean,,,,0.0,,,,0
Reke Sekaro,1,person_plays_pro_sport,rekesekaro,clean,,,,0.0,,,,0
Reki Selisa,1,person_father,rekiselisa,clean,,,,0.0,,,,0
Reki Selisu,1,person_university,rekiselisu,clean,,,,0.0,,,,0
Reko Serudo,1,person_occupation,rekoserudo,clean,,,,0.0,,,,0
Reko Seruko,1,person_father,rekoseruko,clean,,,,0.0,,,,0
Rekoso Gadget,1,product_by_company,rekosogadget,clean,,,,0.0,,,,0
Reku Seteba,1,person_father,rekuseteba,clean,,,,0.0,,,,0
Reku Setesu,1,person_plays_instrument,rekusetesu,clean,,,,0.0,,,,0
Rekute Corp,1,company_ceo,rekutecorp,clean,,,,0.0,,,,0
Rela Sedebi,1,person_mother,relasedebi,clean,,,,0.0,,,,0
Rela Sedeli,1,person_plays_pro_sport,relasedeli,clean,,,,0.0,,,,0
Rela-13749,1,star_constellation,rela13749,clean,,,,0.0,,,,0
Relata Corp,1,company_ceo,relatacorp,clean,,,,0.0,,,,0
Rele Sekote,1,person_plays_pro_sport,relesekote,clean,,,,0.0,,,,0
Relode Park,1,landmark_in_country,relodepark,clean,,,,0.0,,,,0
Relolo Hall,1,landmark_on_continent,relolohall,clean,,,,0.0,,,,0
Rera Seduke,2,person_mother,reraseduke,clean,,,,0.0,,,,0
Rera Sedusa,1,person_mother,rerasedusa,clean,,,,0.0,,,,0
Rerasu Park,1,landmark_in_country,rerasupark,clean,,,,0.0,,,,0
Rere Selesi,1,person_father,rereselesi,clean,,,,0.0,,,,0
Rere Selesu,1,person_father,rereselesu,clean,,,,0.0,,,,0
Rerebe Holdings,1,company_ceo,rerebeholdings,clean,,,,0.0,,,,0
Rereke Systems,1,company_hq,rerekesystems,clean,,,,0.0,,,,0
Reri Seroka,1,person_mother,reriseroka,clean,,,,0.0,,,,0
Reri Serose,1,person_occupation,reriserose,clean,,,,0.0,,,,0
Rero Setabe,1,person_father,rerosetabe,clean,,,,0.0,,,,0
Rero Setalo,1,person_plays_pro_sport,rerosetalo,clean,,,,0.0,,,,0
Reroki Partners,1,company_hq,rerokipartners,clean,,,,0.0,,,,0
Reru Sedadu,1,person_plays_position_in_sport,rerusedadu,clean,,,,0.0,,,,0
Reruku Hall,1,landmark_in_country,rerukuhall,clean,,,,0.0,,,,0
Resa Sekibu,1,person_father,resasekibu,clean,,,,0.0,,,,0
Resa Sekise,1,person_plays_instrument,resasekise,clean,,,,0.0,,,,0
Resabi Platform,1,product_by_company,resabiplatform,clean,,,,0.0,,,,0
Resadi Park,1,landmark_in_country,resadipark,clean,,,,0.0,,,,0
Resebo Park,1,landmark_in_country,resebopark,clean,,,,0.0,,,,0
Resere Gadget,1,product_by_company,reseregadget,clean,,,,0.0,,,,0
Resete Gadget,1,product_by_company,resetegadget,clean,,,,0.0,,,,0
Reside Device,1,product_by_company,residedevice,clean,,,,0.0,,,,0
Reside Gadget,1,product_by_company,residegadget,clean,,,,0.0,,,,0
Resiro Hall,1,landmark_in_country,resirohall,clean,,,,0.0,,,,0
Reso Sebesu,1,person_plays_position_in_sport,resosebesu,clean,,,,0.0,,,,0
Resote Tower,1,landmark_on_continent,resotetower,clean,,,,0.0,,,,0
Resu Sedoku,1,person_occupation,resusedoku,clean,,,,0.0,,,,0
Resu Sedola,1,person_occupation,resusedola,clean,,,,0.0,,,,0
Resu Sedosa,1,person_plays_position_in_sport,resusedosa,clean,,,,0.0,,,,0
Resuki Group,1,company_hq,resukigroup,clean,,,,0.0,,,,0
Resute Labs,1,company_ceo,resutelabs,clean,,,,0.0,,,,0
Reta Selase,1,person_plays_position_in_sport,retaselase,clean,,,,0.0,,,,0
Reta Selasu,1,person_father,retaselasu,clean,,,,0.0,,,,0
Rete-29909,1,star_constellation,rete29909,clean,,,,0.0,,,,0
Reteka Hall,1,landmark_on_continent,retekahall,clean,,,,0.0,,,,0
Retesi Bridge,1,landmark_on_continent,retesibridge,clean,,,,0.0,,,,0
Reteta Suite,1,product_by_company,retetasuite,clean,,,,0.0,,,,0
Riba-00118,1,star_constellation,riba00118,clean,,,,0.0,,,,0
Ribasa Holdings,1,company_hq,ribasaholdings,clean,,,,0.0,,,,0
Ribe Besedu,1,person_plays_position_in_sport,ribebesedu,clean,,,,0.0,,,,0
Ribe Besere,1,person_plays_instrument,ribebesere,clean,,,,0.0,,,,0
Ribera Partners,1,company_ceo,riberapartners,clean,,,,0.0,,,,0
Ribu Belare,1,person_occupation,ribubelare,clean,,,,0.0,,,,0
Ribudi Hall,1,landmark_in_country,ribudihall,clean,,,,0.0,,,,0
Ribusa Monument,1,landmark_in_country,ribusamonument,clean,,,,0.0,,,,0
Rida Beriku,1,person_plays_position_in_sport,ridaberiku,clean,,,,0.0,,,,0
Rida-91478,1,star_constellation,rida91478,clean,,,,0.0,,,,0
Ridare Technologies,1,company_ceo,ridaretechnologies,clean,,,,0.0,,,,0
Ride Besulo,1,person_university,ridebesulo,clean,,,,0.0,,,,0
Ride-64342,1,star_constellation,ride64342,clean,,,,0.0,,,,0
Ridebu Technologies,1,company_ceo,ridebutechnologies,clean,,,,0.0,,,,0
Rideda Bridge,1,landmark_in_country,ridedabridge,clean,,,,0.0,,,,0
Ridilo Group,1,company_ceo,ridilogroup,clean,,,,0.0,,,,0
Rido Bekeba,1,person_mother,ridobekeba,clean,,,,0.0,,,,0
Rido Bekebo,1,person_university,ridobekebo,clean,,,,0.0,,,,0
Rido Bekedo,1,person_plays_instrument,ridobekedo,clean,,,,0.0,,,,0
Rido Bekeko,1,person_plays_instrument,ridobekeko,clean,,,,0.0,,,,0
Ridulo Hall,1,landmark_in_country,ridulohall,clean,,,,0.0,,,,0
Rika Besare,1,person_university,rikabesare,clean,,,,0.0,,,,0
Rika Besaro,1,person_plays_pro_sport,rikabesaro,clean,,,,0.0,,,,0
Rika Besata,1,person_father,rikabesata,clean,,,,0.0,,,,0
Rikate Monument,1,landmark_on_continent,rikatemonument,clean,,,,0.0,,,,0
Rike Bebalo,1,person_plays_instrument,rikebebalo,clean,,,,0.0,,,,0
Riki Bediki,1,person_father,rikibediki,clean,,,,0.0,,,,0
Riki Bediko,1,person_mother,rikibediko,clean,,,,0.0,,,,0
Rikido Technologies,1,company_ceo,rikidotechnologies,clean,,,,0.0,,,,0
Rikile Group,1,company_ceo,rikilegroup,clean,,,,0.0,,,,0
Riko Bekuku,1,person_father,rikobekuku,clean,,,,0.0,,,,0
Rikoko Holdings,1,company_ceo,rikokoholdings,clean,,,,0.0,,,,0
Rikulu Gadget,1,product_by_company,rikulugadget,clean,,,,0.0,,,,0
Rila Besose,1,person_plays_position_in_sport,rilabesose,clean,,,,0.0,,,,0
Rile Bebode,1,person_occupation,rilebebode,clean,,,,0.0,,,,0
Rile Beboli,1,person_plays_pro_sport,rilebeboli,clean,,,,0.0,,,,0
Rile Bebolo,1,person_plays_position_in_sport,rilebebolo,clean,,,,0.0,,,,0
Rile-17814,1,star_constellation,rile17814,clean,,,,0.0,,,,0
Rile-82934,1,star_constellation,rile82934,clean,,,,0.0,,,,0
Rileta Systems,1,company_hq,riletasystems,clean,,,,0.0,,,,0
